booking_id,entity_id,student_id,lab_name,booking_date,time_slot,purpose,status,created_at
LAB_000302,E100206,S90837,Electronics Lab,2025-11-08T03:37:51.584Z,13:00-15:00,Thesis repellendus triumphus placeat veritatis ulterius depromo.,confirmed,2025-09-26T16:29:49.875Z
LAB_000303,E100698,S64729,Research Lab,2025-12-15T11:35:29.207Z,10:00-11:00,Tempus canto audentia crudelis summopere voluptatibus adipiscor centum cena.,confirmed,2025-10-16T19:49:33.343Z
LAB_000304,E100510,S25713,Mechanical Workshop,2025-11-05T09:30:28.759Z,13:00-13:00,Avarus aureus repudiandae commodo decipio solio crustulum.,confirmed,2025-10-20T14:26:15.209Z
LAB_000305,E100479,S88188,Mechanical Workshop,2025-12-05T06:30:30.547Z,12:00-10:00,Terebro supra aer.,confirmed,2025-10-10T21:36:06.324Z
LAB_000306,E100342,S40989,Mechanical Workshop,2025-12-06T16:11:44.413Z,12:00-10:00,Autem desparatus demoror.,pending,2025-09-25T07:52:14.943Z
LAB_000307,E100232,S36481,Chemistry Lab,2025-11-10T22:58:52.740Z,14:00-17:00,Adsuesco vicinus crustulum audio annus adipiscor allatus dicta.,confirmed,2025-10-13T17:55:21.775Z
LAB_000308,E100461,S94419,Mechanical Workshop,2026-01-05T09:55:56.560Z,9:00-16:00,Conatus cunae vigilo aestus.,cancelled,2025-09-20T13:08:22.530Z
LAB_000309,E100686,S18109,Chemistry Lab,2025-12-23T04:07:29.114Z,9:00-11:00,Thesis textus thema attero.,pending,2025-10-24T08:06:48.731Z
LAB_000310,E100664,S71990,Research Lab,2025-12-31T00:02:44.138Z,12:00-14:00,Cado repellendus consuasor cernuus comminor absque ars ustulo.,pending,2025-10-03T00:28:26.062Z
LAB_000311,E100535,S55876,Chemistry Lab,2025-12-04T22:23:08.186Z,15:00-13:00,Aequus condico vestigium reprehenderit supellex ab tubineus.,confirmed,2025-09-19T14:49:04.397Z
LAB_000312,E100137,S71709,Computer Lab 2,2025-11-02T00:38:10.223Z,11:00-14:00,Aqua tego urbs temporibus attero culpa perspiciatis suffoco thema.,cancelled,2025-10-08T16:42:05.309Z
LAB_000313,E100618,S71896,Electronics Lab,2025-12-28T05:44:49.082Z,13:00-10:00,Accedo clarus sophismata ventito creber tener.,cancelled,2025-10-02T07:51:23.461Z
LAB_000314,E100282,S87565,Mechanical Workshop,2025-12-26T03:24:25.038Z,15:00-12:00,Acquiro casus vix vallum tibi.,cancelled,2025-10-15T10:35:32.337Z
LAB_000315,E100296,S40951,Physics Lab,2025-12-21T16:17:21.825Z,17:00-12:00,Ullam laudantium arbitro creo nulla.,pending,2025-10-04T04:25:56.086Z
LAB_000316,E100191,S69572,Computer Lab 1,2025-11-17T07:32:06.874Z,15:00-17:00,Solitudo undique audio conatus admitto hic nisi.,confirmed,2025-09-19T18:52:51.605Z
LAB_000317,E100098,S18104,Chemistry Lab,2025-11-13T06:20:11.698Z,17:00-15:00,Unde studio vapulus.,confirmed,2025-09-24T03:59:49.202Z
LAB_000318,E100459,S37052,Computer Lab 2,2025-12-04T07:15:15.542Z,15:00-15:00,Xiphias voluptas depromo aeneus uredo tres admiratio cuppedia.,confirmed,2025-09-29T12:29:37.510Z
LAB_000319,E100449,S57963,Electronics Lab,2025-11-09T01:23:44.913Z,15:00-13:00,Tum thermae charisma.,cancelled,2025-09-22T09:03:46.992Z
LAB_000320,E100279,S90826,Computer Lab 1,2025-12-17T08:32:48.483Z,13:00-18:00,Sum sequi vere decumbo cognatus voluptas tenuis pauci surculus.,confirmed,2025-09-25T01:55:04.308Z
LAB_000321,E100622,S74088,Computer Lab 1,2025-11-13T19:20:05.571Z,15:00-15:00,Aspicio clarus thesis.,cancelled,2025-10-18T00:40:04.014Z
LAB_000322,E100128,S56965,Mechanical Workshop,2025-11-22T19:57:57.716Z,10:00-14:00,Stillicidium chirographum conicio tristis tenax suscipio depulso atrox dolores vomica.,cancelled,2025-10-13T15:54:37.299Z
LAB_000323,E100507,S92888,Mechanical Workshop,2025-11-19T04:45:19.361Z,16:00-10:00,Odit tondeo fugiat amo xiphias sustineo alias.,cancelled,2025-09-21T16:54:35.331Z
LAB_000324,E100180,S16637,Electronics Lab,2025-12-19T21:24:41.664Z,16:00-12:00,Vinitor termes aranea bos volaticus video clarus.,confirmed,2025-10-17T02:55:31.597Z
LAB_000325,E100776,S52059,Chemistry Lab,2025-11-23T14:20:31.467Z,10:00-10:00,Terebro accendo absens audacia trans stultus callide cupio vestrum atqui.,confirmed,2025-10-21T10:22:27.986Z
LAB_000326,E100597,S69685,Mechanical Workshop,2025-12-23T02:27:25.958Z,14:00-14:00,Vito ater conforto aegre.,pending,2025-10-15T05:23:55.682Z
LAB_000327,E100569,S71787,Computer Lab 2,2025-12-26T12:41:38.590Z,10:00-11:00,Antea somnus avaritia alii.,confirmed,2025-10-01T01:23:30.221Z
LAB_000328,E100692,S57555,Chemistry Lab,2025-11-22T14:44:08.139Z,10:00-11:00,Aspernatur vesper pauci comprehendo.,pending,2025-10-18T08:20:32.119Z
LAB_000329,E100205,S36064,Chemistry Lab,2025-12-16T13:23:34.517Z,12:00-10:00,Deprecator tristis color voco admoneo summa compello coniuratio appositus volutabrum.,pending,2025-10-19T23:36:21.471Z
LAB_000330,E100029,S90370,Biology Lab,2025-12-25T07:58:11.965Z,17:00-12:00,Cuius celo summa cursus adamo.,pending,2025-10-25T00:49:37.086Z
LAB_000331,E100340,S25926,Research Lab,2026-01-02T08:15:21.626Z,16:00-14:00,Sint virga capillus.,cancelled,2025-09-20T17:11:45.045Z
LAB_000332,E100659,S50898,Physics Lab,2025-12-18T16:11:29.779Z,10:00-18:00,Cunabula capillus avarus deprimo cum itaque debeo pecto.,pending,2025-10-21T16:34:12.889Z
LAB_000333,E100691,S34249,Research Lab,2025-11-04T01:43:28.037Z,11:00-15:00,Atrocitas super adficio volup caelum atqui illum sufficio beatus canonicus.,cancelled,2025-09-26T10:12:04.789Z
LAB_000334,E100036,S86612,Physics Lab,2025-11-29T13:48:33.951Z,14:00-11:00,Vis culpo tardus veritatis perspiciatis odit quisquam vulariter verumtamen tutis.,cancelled,2025-10-15T10:13:05.679Z
LAB_000335,E100383,S91364,Physics Lab,2025-11-12T16:32:34.782Z,9:00-17:00,Cetera truculenter stella aggredior aspernatur contra utor creo cauda aequitas.,cancelled,2025-10-07T23:28:59.085Z
LAB_000336,E100342,S40989,Biology Lab,2025-11-02T10:09:00.840Z,9:00-12:00,Denuncio perspiciatis tumultus arbor conturbo thalassinus aqua celo molestiae.,confirmed,2025-10-01T03:06:44.821Z
LAB_000337,E100041,S81817,Computer Lab 2,2025-12-21T12:44:53.562Z,9:00-17:00,Creber sonitus aliqua tabella umquam vitium alter.,pending,2025-09-29T21:20:35.284Z
LAB_000338,E100352,S79841,Mechanical Workshop,2025-11-11T02:07:52.836Z,14:00-18:00,Ipsam villa conqueror quo rerum bellicus approbo barba pectus admoneo.,cancelled,2025-10-03T13:40:06.557Z
LAB_000339,E100585,S85072,Chemistry Lab,2025-11-02T19:21:45.465Z,16:00-16:00,Amplexus eos claustrum.,pending,2025-09-26T10:55:16.135Z
LAB_000340,E100140,S81331,Research Lab,2025-11-13T13:23:59.614Z,14:00-18:00,Rem decimus admoveo thalassinus aequus sustineo umquam absens ullam.,confirmed,2025-10-18T12:21:46.343Z
LAB_000341,E100408,S23788,Biology Lab,2025-12-06T07:33:39.637Z,17:00-16:00,Cumque sursum claudeo repellat ab capto ipsam praesentium.,confirmed,2025-10-23T22:00:50.768Z
LAB_000342,E100156,S43004,Research Lab,2026-01-02T06:33:17.035Z,13:00-15:00,Quos chirographum desolo comprehendo.,pending,2025-10-19T00:01:35.997Z
LAB_000343,E100299,S28531,Research Lab,2025-11-11T22:11:55.992Z,16:00-10:00,Solutio congregatio dedecor atrocitas adhuc corroboro teres.,cancelled,2025-09-19T04:36:43.439Z
LAB_000344,E100129,S79719,Electronics Lab,2025-10-30T21:05:33.785Z,16:00-18:00,Nihil coaegresco aequitas.,pending,2025-09-27T20:41:05.046Z
LAB_000345,E100035,S29542,Research Lab,2025-11-04T00:59:56.006Z,10:00-16:00,Accusantium celer abscido utroque compono architecto angustus soleo vindico.,pending,2025-10-08T01:20:45.114Z
LAB_000346,E100561,S86531,Chemistry Lab,2025-12-31T22:59:51.075Z,17:00-15:00,Succedo porro denego correptius quidem barba.,confirmed,2025-09-29T15:17:26.825Z
LAB_000347,E100450,S11714,Chemistry Lab,2025-12-19T05:13:35.275Z,9:00-16:00,Decretum conitor congregatio.,cancelled,2025-10-02T22:46:27.768Z
LAB_000348,E100125,S94172,Computer Lab 2,2025-12-13T10:52:40.102Z,17:00-15:00,Tabula adicio cibo tergo.,confirmed,2025-10-14T15:38:46.300Z
LAB_000349,E100441,S10674,Biology Lab,2025-11-09T12:52:35.681Z,17:00-14:00,Caries civis spoliatio sumptus veniam.,pending,2025-10-03T21:53:08.789Z
LAB_000350,E100028,S77947,Physics Lab,2025-12-20T23:51:04.050Z,17:00-11:00,Curis callide conduco defero.,confirmed,2025-10-24T18:12:14.951Z
LAB_000351,E100173,S82443,Biology Lab,2025-11-30T14:17:03.465Z,13:00-17:00,Umbra valde vulgo tergo patria deleo theologus tamdiu.,pending,2025-10-07T08:43:46.298Z
LAB_000352,E100642,S28995,Research Lab,2025-12-27T00:20:09.563Z,16:00-16:00,Cultellus summisse velum provident deprecator sollicito amet dolorem ipsam umquam.,pending,2025-09-23T00:16:39.649Z
LAB_000353,E100060,S66244,Mechanical Workshop,2025-11-26T08:06:21.729Z,9:00-14:00,Vomito statua teres denego benevolentia corrigo velociter claustrum dignissimos.,cancelled,2025-10-05T18:55:53.044Z
LAB_000354,E100551,S73334,Biology Lab,2025-11-24T10:20:28.126Z,13:00-13:00,Centum quis voluptatum dolores ceno damnatio aro.,cancelled,2025-10-07T16:09:09.491Z
LAB_000355,E100722,S37178,Electronics Lab,2025-11-18T05:12:17.835Z,16:00-11:00,Cicuta sodalitas corrupti sono absconditus voco trepide calco volva.,confirmed,2025-09-25T00:35:49.188Z
LAB_000356,E100077,S39169,Computer Lab 2,2025-12-08T10:08:06.888Z,10:00-13:00,Circumvenio officiis utpote adversus nihil.,confirmed,2025-09-26T20:26:53.073Z
LAB_000357,E100763,S99134,Physics Lab,2025-11-05T08:38:49.689Z,11:00-12:00,Color utrimque tego patior talus copia cras.,pending,2025-10-06T23:21:16.242Z
LAB_000358,E100049,S99530,Electronics Lab,2025-12-28T03:55:17.064Z,9:00-14:00,Rerum clarus doloremque color aspicio conitor.,confirmed,2025-10-15T21:57:27.636Z
LAB_000359,E100552,S57212,Computer Lab 1,2025-11-05T20:39:34.351Z,16:00-10:00,Compello concido casus timor nulla recusandae odio.,cancelled,2025-10-17T23:33:56.169Z
LAB_000360,E100637,S90689,Computer Lab 2,2025-12-08T20:59:14.192Z,12:00-17:00,Claustrum velum molestias.,pending,2025-10-07T06:44:16.347Z
LAB_000361,E100030,S73336,Research Lab,2025-11-17T16:51:59.243Z,16:00-15:00,Utrimque corrupti crapula peior caterva eaque tumultus vesper deleo.,confirmed,2025-10-09T04:15:41.202Z
LAB_000362,E100384,S11022,Biology Lab,2026-01-01T00:46:53.193Z,9:00-10:00,Via confido aperte.,confirmed,2025-09-30T00:42:28.604Z
LAB_000363,E100184,S60274,Computer Lab 1,2025-11-19T07:50:38.553Z,11:00-10:00,Saepe approbo ab non.,pending,2025-09-26T19:06:45.294Z
LAB_000364,E100280,S24111,Biology Lab,2025-11-13T06:10:50.468Z,9:00-16:00,Pecto comes clementia aut soleo adeptio.,cancelled,2025-10-02T19:39:37.208Z
LAB_000365,E100108,S55710,Computer Lab 2,2025-12-17T08:38:10.596Z,13:00-14:00,Patria solum apparatus censura textilis doloribus damno usitas.,pending,2025-09-24T20:19:16.241Z
LAB_000366,E100088,S81592,Computer Lab 1,2025-12-20T11:15:18.891Z,17:00-14:00,Adimpleo animi uter undique adficio cado chirographum umerus dapifer.,confirmed,2025-09-21T22:36:12.353Z
LAB_000367,E100687,S48509,Mechanical Workshop,2025-12-24T08:44:56.588Z,10:00-17:00,Dens virgo substantia desidero vehemens conicio cultura.,confirmed,2025-09-22T08:21:15.650Z
LAB_000368,E100182,S90591,Biology Lab,2025-10-31T03:20:18.276Z,13:00-15:00,Aliquid cetera cursim comitatus degenero.,cancelled,2025-09-26T05:47:54.256Z
LAB_000369,E100385,S64338,Research Lab,2025-11-21T07:32:01.932Z,15:00-18:00,Desidero curis spiritus spiculum uredo tergo.,confirmed,2025-10-14T12:27:27.261Z
LAB_000370,E100455,S69630,Research Lab,2025-12-16T01:57:06.266Z,11:00-14:00,Benigne copia cunae tamdiu sodalitas.,confirmed,2025-10-13T20:19:01.973Z
LAB_000371,E100048,S46925,Biology Lab,2025-12-11T15:22:58.533Z,16:00-10:00,Nobis voluptatibus cruentus avaritia vero.,pending,2025-10-12T16:55:49.540Z
LAB_000372,E100537,S41578,Physics Lab,2025-11-23T16:09:41.254Z,12:00-14:00,Succedo quasi degusto careo maxime agnitio.,pending,2025-09-27T01:43:49.445Z
LAB_000373,E100703,S91030,Chemistry Lab,2025-12-26T03:30:52.307Z,15:00-18:00,Exercitationem fuga amaritudo reprehenderit caelum tardus.,pending,2025-09-28T06:31:44.777Z
LAB_000374,E100404,S32802,Chemistry Lab,2025-10-26T09:29:07.345Z,16:00-13:00,Denique quidem minus amor tabula doloremque vito deprecator.,confirmed,2025-10-22T19:53:36.442Z
LAB_000375,E100024,S68317,Research Lab,2025-12-02T01:22:39.002Z,16:00-10:00,Cado decerno vis triduana earum damno.,pending,2025-10-22T07:06:30.806Z
LAB_000376,E100234,S95904,Mechanical Workshop,2025-12-20T22:57:19.546Z,12:00-18:00,Tristis patior surculus creptio soluta color demitto solitudo somnus.,confirmed,2025-10-24T14:39:32.908Z
LAB_000377,E100563,S52234,Computer Lab 2,2025-10-29T15:00:50.514Z,11:00-17:00,Paulatim coruscus compello tutamen cornu bellum.,cancelled,2025-09-26T09:27:44.179Z
LAB_000378,E100283,S19189,Computer Lab 1,2025-12-16T18:23:13.152Z,11:00-16:00,Aggero aranea vero clamo aeger vestrum.,confirmed,2025-09-29T05:20:40.900Z
LAB_000379,E100562,S73054,Electronics Lab,2025-12-19T16:59:48.129Z,12:00-18:00,Caste ambulo color balbus.,cancelled,2025-09-30T06:44:40.346Z
LAB_000380,E100354,S35304,Mechanical Workshop,2026-01-01T11:38:36.128Z,12:00-17:00,Canis cresco repellat vere ara patior comitatus admoneo cupio.,confirmed,2025-09-25T14:02:15.614Z
LAB_000381,E100513,S56381,Computer Lab 1,2025-12-13T20:56:19.021Z,10:00-12:00,Voluptates sumptus angelus ambulo auctus.,cancelled,2025-10-06T19:18:56.464Z
LAB_000382,E100564,S84141,Chemistry Lab,2025-12-04T09:24:24.562Z,10:00-17:00,Veniam voluptas vobis chirographum aduro beatae cornu copiose audentia adfero.,pending,2025-10-20T15:48:11.052Z
LAB_000383,E100262,S15543,Electronics Lab,2025-10-25T21:54:17.489Z,14:00-12:00,Accommodo absconditus repellendus tergo arcus magni.,cancelled,2025-10-19T09:48:21.386Z
LAB_000384,E100231,S90127,Biology Lab,2025-11-02T09:11:06.312Z,10:00-16:00,Sub valens clarus triduana ubi tantillus crebro vita.,pending,2025-10-11T06:33:54.972Z
LAB_000385,E100203,S66866,Computer Lab 1,2025-11-26T02:22:39.158Z,17:00-17:00,Admiratio censura tergeo utor aliquid causa spectaculum.,cancelled,2025-10-07T05:51:28.533Z
LAB_000386,E100682,S57159,Research Lab,2026-01-05T11:54:54.221Z,13:00-16:00,Vespillo tenus abbas agnitio arbustum nihil rem similique curvo.,cancelled,2025-09-25T15:09:11.609Z
LAB_000387,E100051,S47889,Electronics Lab,2025-12-18T06:03:34.571Z,10:00-12:00,Utique adflicto arx ascit vociferor video decipio communis aranea.,pending,2025-09-24T14:22:12.597Z
LAB_000388,E100243,S81718,Biology Lab,2026-01-03T14:37:00.368Z,10:00-11:00,Crustulum virga vulpes.,pending,2025-10-16T09:35:37.933Z
LAB_000389,E100676,S58352,Computer Lab 1,2025-11-07T01:05:25.526Z,17:00-12:00,Delego ex averto cicuta tolero nam adfero pecto acer.,pending,2025-10-19T13:47:38.827Z
LAB_000390,E100676,S58352,Electronics Lab,2025-11-03T02:09:15.465Z,17:00-13:00,Natus veritatis collum cibus auctus caelestis amaritudo thesis confido.,pending,2025-09-19T21:54:56.056Z
LAB_000391,E100617,S39059,Computer Lab 2,2026-01-05T10:45:57.767Z,17:00-14:00,Volutabrum repellat adfectus valens.,confirmed,2025-10-21T17:07:15.614Z
LAB_000392,E100278,S74406,Physics Lab,2025-12-20T19:49:58.116Z,13:00-12:00,Curia delectatio textilis vomito strues copia adficio bellum.,cancelled,2025-09-30T17:47:39.723Z
LAB_000393,E100015,S27535,Research Lab,2025-12-21T11:00:24.235Z,11:00-13:00,Subnecto eveniet tergo atrox tametsi arguo stella tepidus.,confirmed,2025-10-07T13:54:21.480Z
LAB_000394,E100473,S43893,Computer Lab 2,2025-12-29T05:52:24.378Z,11:00-18:00,Libero talio utor paens absconditus dicta urbanus ustilo coniecto suppellex.,confirmed,2025-09-26T20:46:40.694Z
LAB_000395,E100548,S39703,Computer Lab 1,2025-12-21T16:40:23.033Z,16:00-14:00,Degero tantum trado cibus adulatio congregatio uter.,confirmed,2025-10-06T22:16:37.329Z
LAB_000396,E100698,S64729,Chemistry Lab,2025-11-03T02:09:09.839Z,13:00-16:00,Delinquo astrum degenero terra alo.,cancelled,2025-10-25T13:12:22.041Z
LAB_000397,E100465,S71801,Electronics Lab,2025-11-28T05:10:18.554Z,16:00-13:00,Vespillo et autus tui.,confirmed,2025-09-24T13:44:45.617Z
LAB_000398,E100390,S75835,Electronics Lab,2026-01-02T22:44:59.219Z,15:00-16:00,Ipsum atavus coma demum.,cancelled,2025-10-12T07:56:07.905Z
LAB_000399,E100208,S37044,Biology Lab,2025-11-27T13:43:59.241Z,14:00-10:00,Titulus curto conicio talio curo solio repudiandae fuga.,pending,2025-09-26T03:03:16.760Z
LAB_000400,E100526,S89267,Research Lab,2025-12-03T12:34:58.802Z,13:00-12:00,Arcesso animadverto tabella una despecto cui.,confirmed,2025-10-03T16:07:49.122Z
LAB_000401,E100335,S95266,Electronics Lab,2025-11-23T17:19:42.636Z,14:00-12:00,Curvo tabernus corpus vel error pauci.,cancelled,2025-10-11T16:09:45.323Z
LAB_000402,E100205,S36064,Computer Lab 1,2026-01-05T07:17:56.941Z,12:00-12:00,Quibusdam utroque cursim deludo casso comparo adsidue calamitas conatus.,confirmed,2025-10-09T03:21:30.388Z
LAB_000403,E100632,S31459,Biology Lab,2025-11-28T23:56:10.053Z,16:00-15:00,Capto consequatur toties utor sperno acquiro explicabo.,pending,2025-10-08T21:59:55.244Z
LAB_000404,E100596,S23844,Physics Lab,2025-10-25T20:40:14.293Z,12:00-17:00,Cunae vinculum vito totam vinitor vesco sophismata ver.,pending,2025-09-21T19:36:20.853Z
LAB_000405,E100474,S16304,Computer Lab 1,2025-11-10T08:09:16.220Z,13:00-16:00,Trucido terebro cum sint coma temporibus abbas thermae.,pending,2025-09-26T22:21:32.741Z
LAB_000406,E100546,S61067,Mechanical Workshop,2025-11-05T19:03:17.132Z,13:00-15:00,Calcar beatae supra.,pending,2025-09-24T18:55:22.316Z
LAB_000407,E100207,S24103,Computer Lab 2,2026-01-01T12:19:46.017Z,11:00-12:00,Adaugeo eum complectus triumphus suppono attollo trepide studio.,cancelled,2025-10-02T11:52:27.204Z
LAB_000408,E100556,S49368,Biology Lab,2025-12-23T18:58:42.779Z,14:00-12:00,Acquiro dolores voco thalassinus.,pending,2025-10-10T23:49:58.269Z
LAB_000409,E100387,S69029,Physics Lab,2025-11-29T22:35:43.313Z,13:00-18:00,Ars succurro cenaculum vinco conqueror bonus.,cancelled,2025-09-25T08:43:33.624Z
LAB_000410,E100094,S72213,Electronics Lab,2025-12-31T21:26:12.688Z,14:00-14:00,Adhuc trado sodalitas trepide tandem.,cancelled,2025-10-23T11:50:15.508Z
LAB_000411,E100611,S64245,Mechanical Workshop,2025-11-23T17:49:11.223Z,14:00-16:00,Vilitas amissio capto solium placeat.,pending,2025-09-22T16:33:15.757Z
LAB_000412,E100312,S19627,Research Lab,2026-01-04T12:29:20.990Z,17:00-18:00,Terminatio communis sit repellat textus ancilla crustulum autem beatus.,pending,2025-09-22T01:30:05.899Z
LAB_000413,E100334,S85606,Biology Lab,2025-12-09T07:54:39.235Z,9:00-17:00,Vulticulus torrens repellat.,confirmed,2025-09-26T04:42:40.525Z
LAB_000414,E100729,S77428,Research Lab,2025-11-26T08:20:30.558Z,14:00-14:00,Spiritus nisi vulgaris vox.,pending,2025-10-02T19:18:11.529Z
LAB_000415,E100461,S94419,Mechanical Workshop,2025-11-23T04:58:47.690Z,12:00-17:00,Cupiditate tego tabella torqueo triumphus.,confirmed,2025-10-09T08:44:40.631Z
LAB_000416,E100718,S45230,Physics Lab,2025-12-18T00:42:28.483Z,13:00-16:00,Verus odio cresco uterque.,cancelled,2025-10-04T18:53:39.646Z
LAB_000417,E100139,S44122,Research Lab,2026-01-01T15:18:22.099Z,17:00-16:00,Vergo apto conspergo vilicus xiphias carcer.,pending,2025-10-20T22:55:24.474Z
LAB_000418,E100695,S96349,Computer Lab 2,2025-12-21T02:15:41.056Z,13:00-13:00,Consectetur campana demoror sit vereor vix vox cimentarius et.,cancelled,2025-10-13T11:46:08.067Z
LAB_000419,E100205,S36064,Research Lab,2026-01-04T08:22:55.259Z,11:00-11:00,Vergo cubicularis talus ex amo vinco cohibeo degusto.,cancelled,2025-09-19T10:01:42.615Z
LAB_000420,E100642,S28995,Computer Lab 1,2025-11-12T16:57:55.808Z,12:00-13:00,Paens cupio ademptio derelinquo omnis vallum arbor tardus.,pending,2025-10-02T13:09:55.513Z
LAB_000421,E100289,S49775,Research Lab,2025-12-18T13:47:54.939Z,16:00-16:00,Voluptas accusamus tergo.,pending,2025-10-06T08:26:10.590Z
LAB_000422,E100368,S41981,Electronics Lab,2025-12-10T22:39:43.700Z,17:00-11:00,Caecus ustilo utor aspernatur clibanus delectatio.,pending,2025-10-07T04:58:48.537Z
LAB_000423,E100737,S51801,Computer Lab 2,2025-12-06T19:22:12.478Z,9:00-17:00,Viscus benigne cumque cum pel vulticulus.,cancelled,2025-10-08T16:52:24.414Z
LAB_000424,E100158,S70260,Electronics Lab,2025-10-27T20:34:41.939Z,13:00-16:00,Utpote voluptatum usque deripio deduco vita vacuus adsuesco urbanus infit.,confirmed,2025-10-06T05:23:51.439Z
LAB_000425,E100427,S84031,Computer Lab 2,2025-12-07T13:40:37.566Z,14:00-11:00,Utroque aqua vicinus culpo tabula sulum tenuis.,cancelled,2025-10-05T08:36:14.460Z
LAB_000426,E100491,S88057,Physics Lab,2025-12-07T06:50:47.641Z,9:00-18:00,Theologus tollo tamquam depereo vorago auctor demitto.,confirmed,2025-10-23T05:56:19.393Z
LAB_000427,E100668,S16001,Computer Lab 2,2025-11-05T09:55:58.905Z,14:00-17:00,Quam vita victus arbustum tabella curia.,cancelled,2025-10-13T18:05:16.106Z
LAB_000428,E100063,S33575,Biology Lab,2025-11-24T00:30:31.001Z,17:00-11:00,Defetiscor capio verumtamen deprecator dignissimos.,confirmed,2025-10-07T03:58:07.286Z
LAB_000429,E100552,S57212,Mechanical Workshop,2025-12-23T20:22:35.586Z,17:00-11:00,Succedo crudelis minus arguo cena celer distinctio succedo volutabrum.,cancelled,2025-09-22T18:34:08.015Z
LAB_000430,E100401,S56998,Electronics Lab,2025-10-27T04:29:22.711Z,11:00-14:00,Tabella totus cogito bestia cornu hic.,confirmed,2025-10-23T00:29:00.873Z
LAB_000431,E100513,S56381,Chemistry Lab,2025-12-08T12:17:51.804Z,12:00-17:00,Aufero confugo appositus contego sumptus surgo.,cancelled,2025-10-19T16:36:13.423Z
LAB_000432,E100602,S40859,Biology Lab,2025-12-20T19:40:53.467Z,11:00-14:00,Dolor adhaero acerbitas triumphus verto victoria toties cernuus desino.,pending,2025-09-20T12:21:22.875Z
LAB_000433,E100163,S10612,Computer Lab 1,2025-11-26T09:00:47.703Z,17:00-11:00,Congregatio eveniet tricesimus cui aiunt iure vapulus.,pending,2025-10-16T06:57:55.686Z
LAB_000434,E100006,S15877,Computer Lab 2,2025-12-14T16:15:57.078Z,11:00-17:00,Sophismata desino crapula.,cancelled,2025-10-20T17:54:54.232Z
LAB_000435,E100007,S17760,Physics Lab,2026-01-06T07:38:45.928Z,13:00-17:00,Alter tenus confugo tabula torqueo absque tamdiu adsidue canonicus.,pending,2025-10-08T16:09:24.370Z
LAB_000436,E100549,S62979,Mechanical Workshop,2025-12-17T06:52:19.453Z,10:00-17:00,Curto conicio occaecati argumentum aer audentia ipsam benigne.,cancelled,2025-10-04T20:26:52.759Z
LAB_000437,E100657,S10688,Physics Lab,2025-11-28T03:04:18.356Z,14:00-14:00,Virga crux uter vos stillicidium.,pending,2025-10-18T20:26:23.772Z
LAB_000438,E100090,S97401,Chemistry Lab,2025-12-22T23:48:44.179Z,17:00-13:00,Amor vinco ademptio valetudo claudeo.,cancelled,2025-10-14T14:28:46.422Z
LAB_000439,E100467,S72579,Computer Lab 1,2025-12-12T19:10:49.688Z,13:00-14:00,Ustulo degenero contigo omnis ciminatio cur audio adflicto.,pending,2025-10-09T21:31:53.325Z
LAB_000440,E100493,S11541,Biology Lab,2025-12-12T00:27:17.428Z,13:00-18:00,Occaecati deputo cervus suggero coniecto adsum ater currus vetus.,cancelled,2025-10-05T16:39:58.777Z
LAB_000441,E100010,S37317,Research Lab,2025-10-26T21:59:55.618Z,15:00-17:00,Spargo consequatur civis aestus demens tertius.,confirmed,2025-10-03T17:23:07.305Z
LAB_000442,E100079,S59776,Computer Lab 2,2025-10-27T03:22:35.386Z,16:00-16:00,Saepe deleo tamquam tandem venustas triumphus tabgo.,pending,2025-09-25T21:36:29.480Z
LAB_000443,E100292,S95191,Biology Lab,2025-10-29T00:07:41.601Z,9:00-18:00,Sonitus abeo et studio verto calco cubicularis temeritas.,confirmed,2025-09-25T01:06:02.283Z
LAB_000444,E100611,S64245,Research Lab,2025-11-12T04:38:10.396Z,11:00-18:00,Creta quasi concido sapiente coepi cohibeo deorsum.,cancelled,2025-10-20T15:16:29.327Z
LAB_000445,E100003,S33284,Electronics Lab,2025-12-26T00:29:40.465Z,17:00-10:00,Certe suffragium asperiores valetudo cogo conqueror.,confirmed,2025-09-21T20:02:28.922Z
LAB_000446,E100692,S57555,Mechanical Workshop,2025-11-12T23:41:25.351Z,15:00-11:00,Veritatis aperio temporibus similique vitium infit stultus dapifer.,pending,2025-10-05T22:27:26.600Z
LAB_000447,E100383,S91364,Biology Lab,2025-11-02T10:10:43.916Z,13:00-11:00,Speculum benigne soluta omnis ciminatio victus expedita cornu.,cancelled,2025-09-25T22:25:16.893Z
LAB_000448,E100540,S72466,Biology Lab,2025-12-04T16:08:32.267Z,14:00-15:00,Hic decretum bonus vacuus corona subnecto curso audax vinco canonicus.,confirmed,2025-10-10T20:52:37.710Z
LAB_000449,E100037,S18925,Research Lab,2025-11-23T09:27:31.527Z,16:00-16:00,Defleo ciminatio verecundia baiulus quibusdam ceno ustilo crepusculum cauda.,pending,2025-10-10T22:09:02.614Z
LAB_000450,E100026,S51200,Computer Lab 2,2025-12-21T17:01:55.690Z,17:00-12:00,Id desolo amplus sortitus angustus.,pending,2025-10-01T16:04:46.654Z
LAB_000451,E100243,S81718,Physics Lab,2025-11-24T08:10:03.896Z,13:00-18:00,Tristis sunt utrum addo viriliter templum harum hic victus carmen.,cancelled,2025-10-16T18:35:25.059Z
