frame_id,camera_id,timestamp,face_id,entity_id,confidence,bounding_box
FRAME_001018,CAM_HOSTEL_A,2025-09-27T09:09:04.219Z,F100998,E100998,0.77,"{""x"":304,""y"":257,""width"":119,""height"":106}"
FRAME_001019,CAM_LAB_CORR,2025-10-12T14:05:09.219Z,F100374,E100374,0.75,"{""x"":413,""y"":314,""width"":118,""height"":140}"
FRAME_001020,CAM_GYM_ENT,2025-09-28T09:03:04.219Z,F100073,E100073,0.81,"{""x"":500,""y"":248,""width"":131,""height"":128}"
FRAME_001021,CAM_PARKING,2025-10-11T11:43:42.219Z,F100037,E100037,0.77,"{""x"":498,""y"":228,""width"":141,""height"":139}"
FRAME_001022,CAM_LIB_ENT,2025-10-21T15:03:23.219Z,F100194,E100194,0.79,"{""x"":500,""y"":302,""width"":136,""height"":133}"
FRAME_001023,CAM_PARKING,2025-10-11T03:36:38.219Z,F100524,E100524,0.78,"{""x"":193,""y"":316,""width"":142,""height"":156}"
FRAME_001024,CAM_LIB_ENT,2025-10-14T15:05:36.219Z,F100376,E100376,0.82,"{""x"":270,""y"":303,""width"":143,""height"":105}"
FRAME_001025,CAM_CAF_01,2025-09-25T17:08:50.219Z,F100737,E100737,0.7,"{""x"":198,""y"":101,""width"":81,""height"":138}"
FRAME_001026,CAM_CAF_01,2025-10-18T05:00:32.219Z,F100887,E100887,0.82,"{""x"":251,""y"":132,""width"":81,""height"":126}"
FRAME_001027,CAM_PARKING,2025-10-10T10:04:09.219Z,F100771,E100771,0.73,"{""x"":310,""y"":221,""width"":131,""height"":102}"
FRAME_001028,CAM_GYM_ENT,2025-10-10T15:04:52.219Z,F100906,E100906,0.73,"{""x"":410,""y"":309,""width"":144,""height"":159}"
FRAME_001029,CAM_PARKING,2025-10-19T16:44:21.219Z,F100072,E100072,0.85,"{""x"":312,""y"":246,""width"":130,""height"":154}"
FRAME_001030,CAM_LAB_CORR,2025-10-16T05:10:12.219Z,F100047,E100047,0.91,"{""x"":100,""y"":151,""width"":125,""height"":135}"
FRAME_001031,CAM_LAB_CORR,2025-10-16T10:31:12.219Z,F100957,E100957,0.71,"{""x"":353,""y"":250,""width"":94,""height"":166}"
FRAME_001032,CAM_PARKING,2025-10-12T07:01:00.219Z,F100032,E100032,0.77,"{""x"":473,""y"":120,""width"":136,""height"":159}"
FRAME_001033,CAM_AC_MAIN,2025-10-22T04:04:32.219Z,F100036,E100036,0.84,"{""x"":130,""y"":400,""width"":93,""height"":129}"
FRAME_001034,CAM_AC_MAIN,2025-10-18T10:01:28.219Z,F100836,E100836,0.82,"{""x"":340,""y"":238,""width"":124,""height"":118}"
FRAME_001035,CAM_PARKING,2025-10-22T15:31:31.219Z,F100459,E100459,0.86,"{""x"":172,""y"":143,""width"":98,""height"":173}"
FRAME_001036,CAM_LAB_CORR,2025-10-10T06:26:24.219Z,F100781,E100781,0.93,"{""x"":443,""y"":186,""width"":146,""height"":116}"
FRAME_001037,CAM_ADMIN_LOBBY,2025-10-18T07:32:50.219Z,F100177,E100177,0.72,"{""x"":359,""y"":174,""width"":124,""height"":162}"
FRAME_001038,CAM_PARKING,2025-10-14T04:05:52.219Z,F100409,E100409,0.87,"{""x"":157,""y"":165,""width"":111,""height"":145}"
FRAME_001039,CAM_LAB_CORR,2025-10-20T23:43:35.219Z,F100734,E100734,0.87,"{""x"":403,""y"":270,""width"":81,""height"":152}"
FRAME_001040,CAM_LIB_ENT,2025-09-25T06:57:54.219Z,F100354,E100354,0.89,"{""x"":273,""y"":165,""width"":85,""height"":139}"
FRAME_001041,CAM_PARKING,2025-10-13T12:20:03.219Z,F100567,E100567,0.92,"{""x"":329,""y"":117,""width"":81,""height"":161}"
FRAME_001042,CAM_AC_MAIN,2025-10-05T04:36:36.219Z,F100666,E100666,0.97,"{""x"":371,""y"":327,""width"":91,""height"":178}"
FRAME_001043,CAM_AC_MAIN,2025-10-12T06:59:30.219Z,F100114,E100114,0.76,"{""x"":169,""y"":224,""width"":91,""height"":171}"
FRAME_001044,CAM_PARKING,2025-10-15T08:22:10.219Z,F100138,E100138,0.71,"{""x"":214,""y"":372,""width"":92,""height"":109}"
FRAME_001045,CAM_CAF_01,2025-10-09T09:04:07.219Z,F100259,E100259,0.81,"{""x"":438,""y"":339,""width"":140,""height"":111}"
FRAME_001046,CAM_PARKING,2025-10-24T15:20:07.219Z,F100755,E100755,0.92,"{""x"":365,""y"":242,""width"":123,""height"":146}"
FRAME_001047,CAM_PARKING,2025-09-25T02:55:25.219Z,F100233,E100233,0.95,"{""x"":250,""y"":311,""width"":84,""height"":125}"
FRAME_001048,CAM_LIB_ENT,2025-10-05T04:05:51.219Z,F100139,E100139,0.75,"{""x"":269,""y"":321,""width"":113,""height"":129}"
FRAME_001049,CAM_HOSTEL_A,2025-10-12T15:16:42.219Z,F100672,E100672,0.71,"{""x"":318,""y"":150,""width"":105,""height"":144}"
FRAME_001050,CAM_GYM_ENT,2025-10-22T22:44:05.219Z,F100901,E100901,0.74,"{""x"":196,""y"":170,""width"":96,""height"":169}"
FRAME_001051,CAM_GYM_ENT,2025-09-25T11:01:57.219Z,F100503,E100503,0.82,"{""x"":450,""y"":155,""width"":130,""height"":108}"
FRAME_001052,CAM_AC_MAIN,2025-10-18T03:35:30.219Z,F100318,E100318,0.94,"{""x"":397,""y"":361,""width"":102,""height"":148}"
FRAME_001053,CAM_ADMIN_LOBBY,2025-09-27T09:42:52.219Z,F100992,E100992,0.8,"{""x"":462,""y"":152,""width"":150,""height"":138}"
FRAME_001054,CAM_PARKING,2025-10-07T21:18:50.219Z,F100592,E100592,0.72,"{""x"":115,""y"":349,""width"":150,""height"":170}"
FRAME_001055,CAM_ADMIN_LOBBY,2025-09-27T17:38:37.219Z,F100796,E100796,0.71,"{""x"":282,""y"":176,""width"":101,""height"":158}"
FRAME_001056,CAM_LAB_CORR,2025-10-18T12:30:00.219Z,F100847,E100847,0.92,"{""x"":481,""y"":235,""width"":85,""height"":117}"
FRAME_001057,CAM_ADMIN_LOBBY,2025-10-09T15:54:07.219Z,F100484,E100484,0.91,"{""x"":152,""y"":293,""width"":131,""height"":126}"
FRAME_001058,CAM_PARKING,2025-10-04T06:11:28.219Z,F100104,E100104,0.89,"{""x"":301,""y"":100,""width"":83,""height"":155}"
FRAME_001059,CAM_CAF_01,2025-10-08T04:28:57.219Z,F100698,E100698,0.71,"{""x"":473,""y"":384,""width"":128,""height"":121}"
FRAME_001060,CAM_ADMIN_LOBBY,2025-10-01T03:45:25.219Z,F100328,E100328,0.74,"{""x"":185,""y"":175,""width"":122,""height"":145}"
FRAME_001061,CAM_AC_MAIN,2025-10-08T05:38:03.219Z,F100198,E100198,0.86,"{""x"":450,""y"":356,""width"":109,""height"":125}"
FRAME_001062,CAM_ADMIN_LOBBY,2025-10-18T15:35:05.219Z,F100477,E100477,0.73,"{""x"":431,""y"":171,""width"":116,""height"":148}"
FRAME_001063,CAM_CAF_01,2025-09-27T04:49:15.219Z,F100759,E100759,0.95,"{""x"":140,""y"":217,""width"":149,""height"":178}"
FRAME_001064,CAM_LAB_CORR,2025-10-04T17:32:47.219Z,F100254,E100254,0.74,"{""x"":407,""y"":211,""width"":96,""height"":115}"
FRAME_001065,CAM_LIB_ENT,2025-10-05T05:41:41.219Z,F100706,E100706,0.87,"{""x"":206,""y"":102,""width"":115,""height"":145}"
FRAME_001066,CAM_ADMIN_LOBBY,2025-10-20T17:36:19.219Z,F100528,E100528,0.94,"{""x"":192,""y"":116,""width"":137,""height"":117}"
FRAME_001067,CAM_LIB_ENT,2025-10-12T13:49:30.219Z,F100813,E100813,0.71,"{""x"":449,""y"":205,""width"":136,""height"":150}"
FRAME_001068,CAM_PARKING,2025-10-03T00:26:27.219Z,F100179,E100179,0.93,"{""x"":462,""y"":377,""width"":91,""height"":102}"
FRAME_001069,CAM_PARKING,2025-10-20T03:20:23.219Z,F100046,E100046,0.96,"{""x"":443,""y"":290,""width"":91,""height"":155}"
FRAME_001070,CAM_CAF_01,2025-10-17T16:33:59.219Z,F100727,E100727,0.76,"{""x"":324,""y"":105,""width"":127,""height"":124}"
FRAME_001071,CAM_LIB_ENT,2025-10-08T13:32:56.219Z,F100558,E100558,0.83,"{""x"":407,""y"":388,""width"":107,""height"":142}"
FRAME_001072,CAM_PARKING,2025-10-18T04:41:57.219Z,F100307,E100307,0.76,"{""x"":249,""y"":332,""width"":139,""height"":159}"
FRAME_001073,CAM_HOSTEL_A,2025-10-08T11:21:06.219Z,F100902,E100902,0.73,"{""x"":449,""y"":201,""width"":117,""height"":176}"
FRAME_001074,CAM_AC_MAIN,2025-10-08T03:52:46.219Z,F100271,E100271,0.89,"{""x"":367,""y"":246,""width"":134,""height"":153}"
FRAME_001075,CAM_CAF_01,2025-10-15T16:46:59.219Z,F100514,E100514,0.99,"{""x"":488,""y"":222,""width"":124,""height"":121}"
FRAME_001076,CAM_AC_MAIN,2025-10-04T12:22:04.219Z,F100938,E100938,0.81,"{""x"":492,""y"":379,""width"":100,""height"":169}"
FRAME_001077,CAM_GYM_ENT,2025-10-14T14:19:39.219Z,F100084,E100084,0.89,"{""x"":487,""y"":368,""width"":136,""height"":155}"
FRAME_001078,CAM_ADMIN_LOBBY,2025-10-11T19:51:29.219Z,F100592,E100592,0.84,"{""x"":184,""y"":193,""width"":113,""height"":172}"
FRAME_001079,CAM_ADMIN_LOBBY,2025-10-18T03:14:24.219Z,F100655,E100655,0.82,"{""x"":265,""y"":106,""width"":148,""height"":171}"
FRAME_001080,CAM_GYM_ENT,2025-10-08T02:58:55.219Z,F100736,E100736,0.98,"{""x"":110,""y"":138,""width"":123,""height"":122}"
FRAME_001081,CAM_LAB_CORR,2025-09-27T08:05:04.219Z,F100350,E100350,0.96,"{""x"":385,""y"":170,""width"":113,""height"":106}"
FRAME_001082,CAM_LIB_ENT,2025-10-09T18:13:39.219Z,F100334,E100334,0.9,"{""x"":138,""y"":278,""width"":83,""height"":133}"
FRAME_001083,CAM_PARKING,2025-09-25T10:00:36.219Z,F100633,E100633,0.98,"{""x"":308,""y"":346,""width"":146,""height"":178}"
FRAME_001084,CAM_AC_MAIN,2025-10-15T11:23:30.219Z,F100572,E100572,0.74,"{""x"":323,""y"":209,""width"":143,""height"":158}"
FRAME_001085,CAM_HOSTEL_A,2025-10-05T06:31:05.219Z,F100521,E100521,0.79,"{""x"":472,""y"":135,""width"":95,""height"":175}"
FRAME_001086,CAM_LAB_CORR,2025-09-26T05:29:22.219Z,F100308,E100308,0.9,"{""x"":454,""y"":132,""width"":131,""height"":171}"
FRAME_001087,CAM_PARKING,2025-10-24T10:45:26.219Z,F100572,E100572,0.8,"{""x"":390,""y"":259,""width"":93,""height"":152}"
FRAME_001088,CAM_LIB_ENT,2025-10-01T15:12:37.219Z,F100898,E100898,0.95,"{""x"":445,""y"":131,""width"":126,""height"":116}"
FRAME_001089,CAM_GYM_ENT,2025-10-14T08:40:19.219Z,F100169,E100169,0.81,"{""x"":265,""y"":211,""width"":94,""height"":174}"
FRAME_001090,CAM_ADMIN_LOBBY,2025-09-30T17:23:44.219Z,F100925,E100925,0.7,"{""x"":241,""y"":315,""width"":86,""height"":129}"
FRAME_001091,CAM_CAF_01,2025-10-16T11:05:18.219Z,F100456,E100456,0.78,"{""x"":300,""y"":231,""width"":124,""height"":112}"
FRAME_001092,CAM_GYM_ENT,2025-09-26T14:52:11.219Z,F100229,E100229,0.77,"{""x"":421,""y"":202,""width"":110,""height"":104}"
FRAME_001093,CAM_LIB_ENT,2025-10-12T16:44:33.219Z,F100051,E100051,0.78,"{""x"":377,""y"":141,""width"":146,""height"":175}"
FRAME_001094,CAM_ADMIN_LOBBY,2025-10-11T05:57:49.219Z,F100779,E100779,0.82,"{""x"":303,""y"":288,""width"":114,""height"":145}"
FRAME_001095,CAM_LIB_ENT,2025-09-29T10:06:01.219Z,F100598,E100598,0.93,"{""x"":339,""y"":116,""width"":132,""height"":129}"
FRAME_001096,CAM_LIB_ENT,2025-10-13T03:59:48.219Z,F100689,E100689,0.76,"{""x"":338,""y"":131,""width"":127,""height"":115}"
FRAME_001097,CAM_PARKING,2025-10-16T02:33:18.219Z,F100859,E100859,0.85,"{""x"":175,""y"":340,""width"":112,""height"":174}"
FRAME_001098,CAM_ADMIN_LOBBY,2025-10-01T13:17:22.219Z,F100081,E100081,0.84,"{""x"":299,""y"":145,""width"":103,""height"":101}"
FRAME_001099,CAM_HOSTEL_A,2025-09-29T04:58:07.219Z,F100492,E100492,0.72,"{""x"":365,""y"":309,""width"":118,""height"":109}"
FRAME_001100,CAM_PARKING,2025-10-15T15:36:11.219Z,F100361,E100361,0.89,"{""x"":364,""y"":330,""width"":140,""height"":139}"
FRAME_001101,CAM_LIB_ENT,2025-10-22T07:06:46.219Z,F100749,E100749,0.95,"{""x"":147,""y"":111,""width"":142,""height"":162}"
FRAME_001102,CAM_LIB_ENT,2025-10-11T17:41:33.219Z,F100435,E100435,0.73,"{""x"":247,""y"":358,""width"":127,""height"":171}"
FRAME_001103,CAM_LAB_CORR,2025-09-30T14:22:06.219Z,F100336,E100336,0.83,"{""x"":184,""y"":115,""width"":114,""height"":171}"
FRAME_001104,CAM_LAB_CORR,2025-10-09T05:25:29.219Z,F100939,E100939,0.7,"{""x"":483,""y"":215,""width"":82,""height"":160}"
FRAME_001105,CAM_LIB_ENT,2025-10-10T08:03:02.219Z,F100452,E100452,0.79,"{""x"":115,""y"":272,""width"":118,""height"":102}"
FRAME_001106,CAM_LAB_CORR,2025-09-26T12:55:22.219Z,F100818,E100818,0.83,"{""x"":177,""y"":360,""width"":125,""height"":144}"
FRAME_001107,CAM_ADMIN_LOBBY,2025-10-09T10:47:41.219Z,F100620,E100620,0.82,"{""x"":372,""y"":148,""width"":114,""height"":155}"
FRAME_001108,CAM_ADMIN_LOBBY,2025-10-05T08:56:18.219Z,F100597,E100597,0.93,"{""x"":482,""y"":344,""width"":94,""height"":173}"
FRAME_001109,CAM_LIB_ENT,2025-10-11T06:22:01.219Z,F100466,E100466,0.7,"{""x"":284,""y"":186,""width"":148,""height"":131}"
FRAME_001110,CAM_PARKING,2025-10-18T16:40:25.219Z,F100275,E100275,0.73,"{""x"":430,""y"":307,""width"":137,""height"":132}"
FRAME_001111,CAM_HOSTEL_A,2025-10-13T05:40:08.219Z,F100942,E100942,0.89,"{""x"":384,""y"":371,""width"":123,""height"":158}"
FRAME_001112,CAM_GYM_ENT,2025-09-30T17:15:02.219Z,F100887,E100887,0.72,"{""x"":175,""y"":390,""width"":126,""height"":112}"
FRAME_001113,CAM_ADMIN_LOBBY,2025-10-08T03:10:00.219Z,F100937,E100937,0.85,"{""x"":148,""y"":100,""width"":126,""height"":152}"
FRAME_001114,CAM_ADMIN_LOBBY,2025-09-30T06:09:07.219Z,F100977,E100977,0.77,"{""x"":365,""y"":315,""width"":99,""height"":151}"
FRAME_001115,CAM_LAB_CORR,2025-10-05T13:30:37.219Z,F100839,E100839,0.97,"{""x"":362,""y"":145,""width"":132,""height"":104}"
FRAME_001116,CAM_CAF_01,2025-10-14T20:55:39.219Z,F100534,E100534,0.99,"{""x"":498,""y"":317,""width"":134,""height"":152}"
FRAME_001117,CAM_LIB_ENT,2025-09-28T17:51:09.219Z,F100392,E100392,0.93,"{""x"":195,""y"":242,""width"":95,""height"":165}"
FRAME_001118,CAM_LIB_ENT,2025-10-10T07:11:33.219Z,F100481,E100481,0.96,"{""x"":223,""y"":145,""width"":135,""height"":138}"
FRAME_001119,CAM_HOSTEL_A,2025-09-27T02:58:47.219Z,F100450,E100450,0.75,"{""x"":100,""y"":210,""width"":94,""height"":166}"
FRAME_001120,CAM_LAB_CORR,2025-10-08T05:14:52.219Z,F100455,E100455,0.9,"{""x"":213,""y"":356,""width"":92,""height"":119}"
FRAME_001121,CAM_HOSTEL_A,2025-10-02T04:15:59.219Z,F100613,E100613,0.79,"{""x"":177,""y"":364,""width"":114,""height"":111}"
FRAME_001122,CAM_LIB_ENT,2025-10-02T07:16:40.220Z,F100134,E100134,0.92,"{""x"":101,""y"":386,""width"":130,""height"":179}"
FRAME_001123,CAM_CAF_01,2025-10-18T00:16:19.220Z,F100456,E100456,0.75,"{""x"":479,""y"":122,""width"":136,""height"":136}"
FRAME_001124,CAM_HOSTEL_A,2025-10-15T09:18:55.220Z,F100972,E100972,0.72,"{""x"":260,""y"":274,""width"":125,""height"":163}"
FRAME_001125,CAM_CAF_01,2025-10-10T06:38:45.220Z,F100332,E100332,0.93,"{""x"":403,""y"":290,""width"":114,""height"":168}"
FRAME_001126,CAM_GYM_ENT,2025-10-17T16:05:51.220Z,F100436,E100436,0.94,"{""x"":208,""y"":207,""width"":144,""height"":125}"
FRAME_001127,CAM_GYM_ENT,2025-09-30T01:12:10.220Z,F100838,E100838,0.8,"{""x"":193,""y"":347,""width"":113,""height"":100}"
FRAME_001128,CAM_CAF_01,2025-10-17T06:29:29.220Z,F100906,E100906,0.8,"{""x"":172,""y"":238,""width"":148,""height"":168}"
FRAME_001129,CAM_LIB_ENT,2025-10-20T15:55:39.220Z,F100441,E100441,0.82,"{""x"":495,""y"":222,""width"":128,""height"":149}"
FRAME_001130,CAM_GYM_ENT,2025-10-24T06:14:32.220Z,F100738,E100738,0.89,"{""x"":220,""y"":210,""width"":103,""height"":153}"
FRAME_001131,CAM_HOSTEL_A,2025-10-10T21:25:00.220Z,F100412,E100412,0.93,"{""x"":210,""y"":369,""width"":127,""height"":152}"
FRAME_001132,CAM_LIB_ENT,2025-10-13T12:27:49.220Z,F100916,E100916,0.71,"{""x"":177,""y"":334,""width"":88,""height"":119}"
FRAME_001133,CAM_LAB_CORR,2025-10-10T01:45:15.220Z,F100753,E100753,0.7,"{""x"":158,""y"":255,""width"":141,""height"":122}"
FRAME_001134,CAM_AC_MAIN,2025-10-07T02:38:07.220Z,F100843,E100843,0.75,"{""x"":309,""y"":112,""width"":134,""height"":135}"
FRAME_001135,CAM_HOSTEL_A,2025-10-18T02:43:13.220Z,F100658,E100658,0.71,"{""x"":160,""y"":400,""width"":123,""height"":179}"
FRAME_001136,CAM_CAF_01,2025-09-25T11:00:49.220Z,F100363,E100363,0.96,"{""x"":216,""y"":116,""width"":107,""height"":110}"
FRAME_001137,CAM_AC_MAIN,2025-10-16T09:38:51.220Z,F100595,E100595,0.88,"{""x"":390,""y"":377,""width"":112,""height"":112}"
FRAME_001138,CAM_HOSTEL_A,2025-10-06T11:14:14.220Z,F100817,E100817,0.91,"{""x"":232,""y"":241,""width"":87,""height"":120}"
FRAME_001139,CAM_AC_MAIN,2025-10-12T04:33:59.220Z,F100078,E100078,0.75,"{""x"":498,""y"":290,""width"":148,""height"":168}"
FRAME_001140,CAM_LAB_CORR,2025-10-16T14:17:45.220Z,F100301,E100301,0.73,"{""x"":282,""y"":227,""width"":142,""height"":121}"
FRAME_001141,CAM_CAF_01,2025-09-27T10:36:20.220Z,F100395,E100395,0.91,"{""x"":287,""y"":186,""width"":103,""height"":127}"
FRAME_001142,CAM_CAF_01,2025-10-09T16:42:51.220Z,F100866,E100866,0.71,"{""x"":491,""y"":263,""width"":99,""height"":116}"
FRAME_001143,CAM_LAB_CORR,2025-10-05T10:14:18.220Z,F100136,E100136,0.84,"{""x"":367,""y"":255,""width"":114,""height"":113}"
FRAME_001144,CAM_HOSTEL_A,2025-10-22T11:49:04.220Z,F100869,E100869,0.89,"{""x"":153,""y"":137,""width"":91,""height"":143}"
FRAME_001145,CAM_HOSTEL_A,2025-09-26T04:27:17.220Z,F100849,E100849,0.72,"{""x"":106,""y"":282,""width"":88,""height"":134}"
FRAME_001146,CAM_PARKING,2025-10-04T03:26:04.220Z,F100946,E100946,0.71,"{""x"":278,""y"":293,""width"":124,""height"":138}"
FRAME_001147,CAM_AC_MAIN,2025-10-12T05:41:33.220Z,F100976,E100976,0.77,"{""x"":443,""y"":323,""width"":126,""height"":177}"
FRAME_001148,CAM_AC_MAIN,2025-10-19T15:15:49.220Z,F100009,E100009,0.83,"{""x"":236,""y"":283,""width"":109,""height"":137}"
FRAME_001149,CAM_CAF_01,2025-10-03T08:22:31.220Z,F100459,E100459,0.89,"{""x"":444,""y"":325,""width"":85,""height"":108}"
FRAME_001150,CAM_PARKING,2025-10-14T12:19:42.220Z,F100079,E100079,0.74,"{""x"":202,""y"":208,""width"":147,""height"":109}"
FRAME_001151,CAM_CAF_01,2025-10-17T13:45:54.220Z,F100233,E100233,0.7,"{""x"":389,""y"":198,""width"":128,""height"":128}"
FRAME_001152,CAM_ADMIN_LOBBY,2025-09-30T09:16:49.220Z,F100877,E100877,0.97,"{""x"":185,""y"":358,""width"":103,""height"":130}"
FRAME_001153,CAM_LAB_CORR,2025-10-18T23:34:09.220Z,F100907,E100907,0.96,"{""x"":467,""y"":327,""width"":117,""height"":153}"
FRAME_001154,CAM_LAB_CORR,2025-09-25T03:22:25.220Z,F100732,E100732,0.92,"{""x"":194,""y"":229,""width"":92,""height"":124}"
FRAME_001155,CAM_ADMIN_LOBBY,2025-10-02T06:25:25.220Z,F100779,E100779,0.81,"{""x"":197,""y"":278,""width"":137,""height"":141}"
FRAME_001156,CAM_ADMIN_LOBBY,2025-10-15T16:53:34.220Z,F100588,E100588,0.76,"{""x"":174,""y"":355,""width"":128,""height"":139}"
FRAME_001157,CAM_LAB_CORR,2025-09-27T10:00:12.220Z,F100871,E100871,0.8,"{""x"":155,""y"":148,""width"":139,""height"":122}"
FRAME_001158,CAM_HOSTEL_A,2025-10-03T04:23:16.220Z,F100478,E100478,0.89,"{""x"":466,""y"":263,""width"":126,""height"":116}"
FRAME_001159,CAM_PARKING,2025-10-23T10:04:48.220Z,F100827,E100827,0.74,"{""x"":340,""y"":318,""width"":135,""height"":151}"
FRAME_001160,CAM_LIB_ENT,2025-09-28T07:04:47.220Z,F100148,E100148,0.79,"{""x"":251,""y"":227,""width"":110,""height"":163}"
FRAME_001161,CAM_HOSTEL_A,2025-10-05T12:45:36.220Z,F100431,E100431,0.88,"{""x"":412,""y"":205,""width"":88,""height"":151}"
FRAME_001162,CAM_AC_MAIN,2025-10-22T11:23:36.220Z,F100131,E100131,0.9,"{""x"":305,""y"":273,""width"":141,""height"":106}"
FRAME_001163,CAM_CAF_01,2025-10-23T10:09:43.220Z,F100652,E100652,0.72,"{""x"":103,""y"":199,""width"":130,""height"":134}"
FRAME_001164,CAM_CAF_01,2025-09-26T10:41:11.220Z,F100182,E100182,0.81,"{""x"":311,""y"":199,""width"":138,""height"":140}"
FRAME_001165,CAM_PARKING,2025-10-15T12:46:09.220Z,F100013,E100013,0.87,"{""x"":433,""y"":238,""width"":138,""height"":159}"
FRAME_001166,CAM_LIB_ENT,2025-10-17T17:56:26.220Z,F100521,E100521,0.88,"{""x"":467,""y"":192,""width"":99,""height"":137}"
FRAME_001167,CAM_AC_MAIN,2025-10-12T12:29:53.220Z,F100473,E100473,0.76,"{""x"":407,""y"":156,""width"":116,""height"":115}"
FRAME_001168,CAM_PARKING,2025-09-28T14:19:19.220Z,F100345,E100345,0.76,"{""x"":165,""y"":340,""width"":139,""height"":123}"
FRAME_001169,CAM_LAB_CORR,2025-09-28T09:48:57.220Z,F100190,E100190,0.96,"{""x"":430,""y"":340,""width"":120,""height"":111}"
FRAME_001170,CAM_LIB_ENT,2025-10-07T08:30:26.220Z,F100727,E100727,0.92,"{""x"":448,""y"":330,""width"":114,""height"":125}"
FRAME_001171,CAM_PARKING,2025-10-17T07:02:56.220Z,F100418,E100418,0.77,"{""x"":259,""y"":262,""width"":143,""height"":112}"
FRAME_001172,CAM_PARKING,2025-10-17T09:30:29.220Z,F100650,E100650,0.81,"{""x"":413,""y"":253,""width"":150,""height"":166}"
FRAME_001173,CAM_CAF_01,2025-09-25T05:13:21.220Z,F100464,E100464,0.8,"{""x"":471,""y"":251,""width"":125,""height"":110}"
FRAME_001174,CAM_HOSTEL_A,2025-09-27T13:01:05.220Z,F100366,E100366,0.91,"{""x"":301,""y"":269,""width"":87,""height"":163}"
FRAME_001175,CAM_LAB_CORR,2025-10-10T08:31:58.220Z,F100973,E100973,0.76,"{""x"":345,""y"":176,""width"":147,""height"":113}"
FRAME_001176,CAM_HOSTEL_A,2025-10-23T18:20:32.220Z,F100757,E100757,0.76,"{""x"":236,""y"":174,""width"":124,""height"":127}"
FRAME_001177,CAM_PARKING,2025-09-27T14:00:02.220Z,F100563,E100563,0.82,"{""x"":326,""y"":227,""width"":120,""height"":174}"
FRAME_001178,CAM_GYM_ENT,2025-09-29T14:25:05.220Z,F100736,E100736,0.82,"{""x"":142,""y"":197,""width"":102,""height"":164}"
FRAME_001179,CAM_LIB_ENT,2025-10-16T14:59:58.220Z,F100406,E100406,0.88,"{""x"":337,""y"":191,""width"":124,""height"":151}"
FRAME_001180,CAM_ADMIN_LOBBY,2025-10-20T04:20:06.220Z,F100825,E100825,0.77,"{""x"":373,""y"":214,""width"":126,""height"":164}"
FRAME_001181,CAM_AC_MAIN,2025-10-04T04:39:56.220Z,F100350,E100350,0.75,"{""x"":389,""y"":203,""width"":115,""height"":102}"
FRAME_001182,CAM_LAB_CORR,2025-10-21T15:58:25.220Z,F100718,E100718,0.82,"{""x"":380,""y"":226,""width"":83,""height"":100}"
FRAME_001183,CAM_LIB_ENT,2025-10-12T15:29:50.220Z,F100476,E100476,0.95,"{""x"":342,""y"":292,""width"":139,""height"":123}"
FRAME_001184,CAM_HOSTEL_A,2025-09-28T19:08:55.220Z,F100514,E100514,0.71,"{""x"":455,""y"":243,""width"":84,""height"":113}"
FRAME_001185,CAM_HOSTEL_A,2025-09-27T05:26:21.220Z,F100978,E100978,0.84,"{""x"":326,""y"":307,""width"":145,""height"":148}"
FRAME_001186,CAM_HOSTEL_A,2025-09-27T17:56:15.220Z,F100557,E100557,0.78,"{""x"":390,""y"":135,""width"":106,""height"":102}"
FRAME_001187,CAM_ADMIN_LOBBY,2025-10-18T09:47:58.220Z,F100902,E100902,0.83,"{""x"":101,""y"":164,""width"":141,""height"":108}"
FRAME_001188,CAM_CAF_01,2025-10-08T11:31:41.220Z,F100147,E100147,0.76,"{""x"":137,""y"":276,""width"":105,""height"":152}"
FRAME_001189,CAM_PARKING,2025-10-24T07:24:28.220Z,F100039,E100039,0.94,"{""x"":349,""y"":247,""width"":91,""height"":143}"
FRAME_001190,CAM_AC_MAIN,2025-10-16T14:35:20.220Z,F100401,E100401,0.96,"{""x"":377,""y"":250,""width"":126,""height"":150}"
FRAME_001191,CAM_ADMIN_LOBBY,2025-09-25T10:25:03.220Z,F100927,E100927,0.88,"{""x"":135,""y"":100,""width"":128,""height"":156}"
FRAME_001192,CAM_LIB_ENT,2025-10-04T08:30:18.220Z,F100556,E100556,0.8,"{""x"":311,""y"":368,""width"":133,""height"":177}"
FRAME_001193,CAM_LAB_CORR,2025-10-19T08:31:35.220Z,F100025,E100025,0.78,"{""x"":231,""y"":364,""width"":112,""height"":165}"
FRAME_001194,CAM_LAB_CORR,2025-10-24T10:55:27.220Z,F100265,E100265,0.85,"{""x"":193,""y"":393,""width"":101,""height"":151}"
FRAME_001195,CAM_GYM_ENT,2025-10-17T16:14:52.220Z,F100377,E100377,0.77,"{""x"":203,""y"":170,""width"":93,""height"":102}"
FRAME_001196,CAM_ADMIN_LOBBY,2025-10-19T04:23:14.225Z,F100158,E100158,0.86,"{""x"":275,""y"":235,""width"":102,""height"":121}"
FRAME_001197,CAM_LAB_CORR,2025-10-18T06:23:10.225Z,F100999,E100999,0.78,"{""x"":401,""y"":292,""width"":128,""height"":117}"
FRAME_001198,CAM_ADMIN_LOBBY,2025-10-06T15:39:17.225Z,F100567,E100567,0.79,"{""x"":266,""y"":320,""width"":101,""height"":174}"
