device_hash,ap_id,timestamp,entity_id,signal_strength,duration
DH4cac1fbaFa5b,AP_LAB_1,2025-10-04T03:15:49.206Z,E100853,-37,2474
DH6fdd4275f33E,AP_LIB_3,2025-10-02T06:55:16.206Z,E100466,-39,3054
DHa7bb57501734,AP_CAF_1,2025-10-22T12:45:34.206Z,E100957,-46,2298
DH47CaCD3FCc71,AP_GYM_1,2025-10-20T18:01:43.206Z,E100817,-39,6013
DHBe8C29181cDd,AP_LIB_2,2025-09-30T14:51:10.206Z,E100563,-60,3328
DH43eb56e4Dfe1,AP_LIB_3,2025-10-01T17:41:08.206Z,E100851,-78,6663
DHBA2B7caF1BAe,AP_CC_2,2025-10-19T02:34:27.206Z,E100233,-68,4554
DH47CaCD3FCc71,AP_LIB_2,2025-10-22T05:02:40.206Z,E100817,-40,3575
DHDE6Db6Faa4E2,AP_LIB_3,2025-10-02T03:35:42.206Z,E100892,-48,1780
DHdbEE3bC8cb47,AP_LAB_1,2025-10-06T13:38:24.206Z,E100565,-80,1948
DH3B277B5C3F5c,AP_LAB_2,2025-10-22T04:13:43.206Z,E100960,-60,5379
DHE0A7442FCbCF,AP_CC_2,2025-09-26T04:15:05.206Z,E100319,-30,456
DH3abBB2cDf379,AP_AC_2,2025-10-03T08:00:53.206Z,E100062,-36,3245
DH5d9E0FF5c55C,AP_GYM_1,2025-10-09T08:21:58.206Z,E100451,-72,4940
DH9dBBCCc1eDCf,AP_CC_1,2025-10-03T03:57:21.206Z,E100663,-41,3288
DHabb89a45FD9d,AP_GYM_1,2025-10-22T18:24:08.206Z,E100212,-76,1028
DHDceeedADB2dd,AP_LAB_2,2025-10-17T16:29:24.206Z,E100738,-46,4404
DH72bfb60B6F3A,AP_LIB_1,2025-10-03T16:43:03.206Z,E100065,-80,2816
DH6846d365dCfb,AP_CAF_1,2025-10-06T09:40:10.206Z,E100918,-34,2770
DH7EdbBB7bE2C9,AP_LAB_1,2025-10-16T15:47:39.206Z,E100999,-44,562
DHC96eCf0dbdeB,AP_CC_2,2025-10-21T11:02:18.206Z,E100257,-36,6882
DHafc1D0E8FaC1,AP_AC_2,2025-10-14T16:47:41.206Z,E100581,-78,3890
DH4A3BeC2E529E,AP_AC_2,2025-10-07T08:35:35.206Z,E100006,-54,2940
DH22e502798D66,AP_AC_2,2025-10-17T18:21:24.206Z,E100089,-35,6379
DHB27EeeF53aD2,AP_CC_2,2025-10-20T16:56:04.206Z,E100402,-55,3405
DH2DeC8E11CABb,AP_AC_1,2025-09-30T09:58:24.206Z,E100874,-80,6364
DHb3CA598a17Cb,AP_CC_1,2025-10-10T15:11:25.206Z,E100459,-59,4592
DH9192E6A3CDE7,AP_GYM_1,2025-10-06T03:32:51.206Z,E100104,-60,5969
DH03551e2e8FAA,AP_AC_2,2025-10-13T16:54:13.206Z,E100234,-72,2776
DH7a0669d64c7a,AP_AC_1,2025-09-28T07:27:04.206Z,E100894,-30,3321
DH562E7aBcf711,AP_LIB_3,2025-10-12T12:25:47.206Z,E100545,-45,5387
DHcdBDe8fcc1C5,AP_LIB_2,2025-10-09T06:52:51.206Z,E100191,-42,1200
DH39d478CD7bae,AP_GYM_1,2025-10-06T06:04:06.206Z,E100210,-58,3085
DH1db4FF97dEDF,AP_AC_1,2025-10-16T10:05:50.206Z,E100381,-71,6465
DH8E5e797706a5,AP_CAF_1,2025-10-08T06:48:09.206Z,E100887,-79,3360
DHDDcAb0d40EC7,AP_LAB_2,2025-10-20T05:55:41.206Z,E100700,-74,4245
DH5bBFD1dC324a,AP_CAF_2,2025-10-21T14:01:57.206Z,E100153,-46,2567
DHD9C3Fa9fc5B4,AP_CC_2,2025-10-07T13:52:08.206Z,E100703,-47,6795
DH4B9c6931f751,AP_LIB_3,2025-10-20T17:16:33.206Z,E100873,-45,3486
DHb166a5573785,AP_AC_1,2025-10-04T11:31:34.206Z,E100897,-57,4062
DH13a1a14d4ffe,AP_LIB_2,2025-10-13T07:40:48.206Z,E100119,-62,3522
DHaBaCd0ADC7CE,AP_CC_1,2025-10-08T14:35:52.206Z,E100273,-61,1061
DH8AaEdfFFD7D6,AP_LAB_1,2025-10-11T10:31:35.206Z,E100486,-56,438
DHbf10CEe7fEBf,AP_LIB_3,2025-09-30T10:19:43.206Z,E100622,-59,1515
DHA1Bdf9ff0843,AP_LIB_1,2025-10-21T09:50:51.206Z,E100956,-54,707
DHfFD1CBeF736b,AP_GYM_1,2025-09-28T08:57:59.206Z,E100983,-30,1656
DHAFd5feeba9Ee,AP_CC_2,2025-10-21T09:03:23.206Z,E100024,-70,6319
DH5eD579b5afAB,AP_CAF_2,2025-10-22T18:00:15.206Z,E100515,-53,914
DH70d4FE1611a4,AP_AC_1,2025-10-24T02:48:23.206Z,E100595,-77,4913
DHBd8245Cb3BEB,AP_LAB_2,2025-10-18T06:28:17.206Z,E100804,-51,3705
DHCB3ccBCcaBe7,AP_AC_2,2025-10-02T15:46:49.206Z,E100606,-32,1892
DH04CcbdFFaeEA,AP_LIB_1,2025-10-20T13:31:16.206Z,E100000,-75,4871
DHb52a4A6ceAf2,AP_GYM_1,2025-10-01T11:33:10.206Z,E100076,-63,5674
DH955B5E8FCb48,AP_GYM_1,2025-10-02T12:34:28.206Z,E100634,-73,4857
DH09Abe1Ccfc5F,AP_LIB_1,2025-09-25T13:04:59.206Z,E100624,-47,5175
DHe09BCA96C9a7,AP_AC_2,2025-10-09T12:52:03.206Z,E100157,-51,3178
DH6ae9F3De3A0f,AP_LIB_3,2025-10-07T12:27:28.206Z,E100426,-48,4768
DH27E26447C13d,AP_CAF_1,2025-09-28T02:32:31.206Z,E100418,-64,5901
DH1193430A6e71,AP_LAB_1,2025-09-28T15:17:58.206Z,E100810,-75,1987
DHf04047Fd7B0F,AP_LAB_2,2025-10-24T06:29:44.206Z,E100251,-45,3533
DH13Aac37b5969,AP_LAB_1,2025-10-12T07:16:51.206Z,E100051,-50,566
DH112D2e8DAC86,AP_LIB_1,2025-10-05T10:52:33.206Z,E100283,-53,6622
DH82dfa9852A6D,AP_CC_1,2025-10-15T09:47:50.206Z,E100121,-73,1362
DH7a0669d64c7a,AP_LIB_2,2025-09-25T12:25:22.206Z,E100894,-53,2711
DH62EE8164d2DC,AP_CC_1,2025-10-21T06:24:46.206Z,E100944,-69,534
DHe8cefefABD1B,AP_LIB_3,2025-10-05T15:04:06.206Z,E100213,-36,3857
DH5e61FF94d9Df,AP_LAB_1,2025-10-17T15:24:55.206Z,E100799,-41,699
DHFcD1ddD5a1Ca,AP_CC_1,2025-10-19T09:24:31.206Z,E100449,-49,856
DHbbE6C4cd5e6E,AP_CAF_2,2025-10-21T05:27:20.206Z,E100169,-60,5117
DH9EebD2a7fdCF,AP_AC_1,2025-10-12T02:39:41.206Z,E100812,-73,1269
DH2950CCE6b332,AP_LIB_2,2025-10-06T12:51:50.206Z,E100311,-71,4334
DH8EC191ba2BEa,AP_LIB_1,2025-10-16T08:58:38.206Z,E100285,-62,4001
DHC2B9C4C04b40,AP_CC_2,2025-09-30T07:37:19.206Z,E100558,-76,5298
DH9259430ceE12,AP_GYM_1,2025-10-06T15:23:26.206Z,E100821,-53,3488
DH4fEeAE84323C,AP_AC_2,2025-10-06T10:33:27.206Z,E100480,-67,5864
DHA110809fD842,AP_CAF_2,2025-10-11T08:37:30.206Z,E100430,-41,6725
DHB5FaF3c336DF,AP_LAB_2,2025-10-13T10:12:29.206Z,E100877,-66,1024
DHdD00ECbE8DaE,AP_LIB_3,2025-09-26T12:47:30.206Z,E100105,-42,585
DH3B7FBf03BAEA,AP_LAB_2,2025-10-09T17:03:14.206Z,E100389,-60,2593
DHC5fea6C6abd9,AP_AC_1,2025-10-24T06:10:13.206Z,E100947,-32,1855
DH4D1Fdf9677dF,AP_AC_2,2025-10-20T08:57:44.206Z,E100147,-45,5030
DH5d9E0FF5c55C,AP_CAF_1,2025-10-03T05:03:38.206Z,E100451,-78,3394
DHd4BECd63866f,AP_CAF_1,2025-10-06T06:12:33.206Z,E100484,-78,6677
DH4afeA966fbCb,AP_AC_1,2025-09-25T11:42:53.206Z,E100583,-31,5044
DHEcEd2C5Da9e2,AP_CC_1,2025-10-02T11:43:28.206Z,E100070,-46,6788
DHf162FBB5d8B9,AP_LIB_2,2025-10-24T08:22:12.206Z,E100547,-79,5140
DHbcDe5dBfcB65,AP_LIB_3,2025-10-14T07:12:13.206Z,E100905,-61,1715
DHA7aD429e8D60,AP_CAF_1,2025-10-09T09:18:29.206Z,E100058,-76,7000
DHd4DD14dECfdf,AP_CAF_1,2025-10-08T05:20:58.206Z,E100071,-41,6774
DHAb8b3AEAC5E9,AP_LAB_2,2025-10-08T06:41:18.206Z,E100204,-32,6972
DHadDa4DDcFD08,AP_LIB_2,2025-10-11T12:02:41.206Z,E100481,-40,3794
DHBfa65aBCF353,AP_CAF_2,2025-09-28T11:09:23.206Z,E100265,-50,3835
DH9fdC813b83AD,AP_GYM_1,2025-10-05T07:19:47.206Z,E100884,-46,352
DHfd93FB5C4cfE,AP_LIB_3,2025-10-16T09:37:00.206Z,E100756,-74,4564
DH8DA3f5b60C77,AP_LIB_2,2025-10-02T10:31:40.206Z,E100833,-70,3868
DHcEB949bEDE9D,AP_CAF_2,2025-10-01T14:40:20.206Z,E100291,-39,4365
DHAdD29B7BBa3c,AP_CC_1,2025-10-19T17:05:03.206Z,E100189,-53,5234
DHDBF8Bea915cD,AP_LAB_1,2025-10-23T12:14:18.206Z,E100613,-63,1681
DHE11fc83dDEbA,AP_LIB_3,2025-09-27T08:32:52.206Z,E100392,-36,5466
DHceFde347a569,AP_LIB_3,2025-10-09T16:08:48.206Z,E100194,-57,4137
DHB2AdcfebEBBA,AP_CAF_2,2025-09-28T06:02:24.206Z,E100377,-71,7142
DHAb8b3AEAC5E9,AP_CC_1,2025-10-18T17:11:35.206Z,E100204,-67,1928
DH7Cb49B0ED11F,AP_CAF_1,2025-10-05T17:47:00.206Z,E100422,-70,1412
DHddA986cd423A,AP_AC_2,2025-10-21T02:48:56.206Z,E100806,-73,5605
DHBa27512C031C,AP_LIB_2,2025-10-08T07:35:58.206Z,E100539,-45,699
DHBE3F0dAE4850,AP_LIB_3,2025-09-26T09:36:10.206Z,E100013,-42,3257
DH9FEd03D6FFF5,AP_CAF_2,2025-10-01T14:37:17.206Z,E100308,-79,671
DH5c5536A05921,AP_LAB_2,2025-10-08T10:15:55.206Z,E100015,-72,4337
DHFcD1ddD5a1Ca,AP_LAB_1,2025-10-24T09:10:21.206Z,E100449,-37,1246
DH2CF1BE537f5A,AP_LIB_3,2025-10-22T15:18:29.206Z,E100948,-54,5559
DHAfFfca7AdaA1,AP_LAB_1,2025-10-16T00:20:08.206Z,E100880,-51,5281
DHE4fd77F98Daa,AP_CC_2,2025-10-16T14:30:34.206Z,E100673,-74,3526
DHef4F8416C184,AP_CC_1,2025-09-28T09:03:16.206Z,E100179,-80,6607
DH27E26447C13d,AP_LAB_1,2025-09-26T14:40:16.206Z,E100418,-34,3513
DHAcC21E2c3dB0,AP_LIB_2,2025-10-07T03:22:54.206Z,E100587,-48,6777
DH8cfbA0De0Cc6,AP_LIB_3,2025-10-11T13:30:33.206Z,E100495,-71,5019
DHBF3b9C4CcBaB,AP_LIB_2,2025-10-03T05:20:20.206Z,E100963,-77,3864
DHd80eF0E832e0,AP_LIB_3,2025-10-01T15:17:19.206Z,E100297,-46,2099
DHdC4E59a1fe6b,AP_CAF_2,2025-10-13T11:28:33.206Z,E100755,-47,4724
DHe7a7A7c70a91,AP_CC_2,2025-10-24T04:28:47.206Z,E100439,-32,484
DHdEfBc48dc9e3,AP_LAB_2,2025-10-20T08:37:22.206Z,E100638,-57,6979
DH986CE53d416C,AP_AC_2,2025-09-26T14:16:14.206Z,E100323,-80,2173
DHf5FB3D1858e5,AP_LIB_3,2025-10-11T08:10:58.206Z,E100226,-42,2350
DHBe8C29181cDd,AP_CC_2,2025-09-29T06:40:18.206Z,E100563,-66,2792
DH5B6f063785C6,AP_CAF_2,2025-10-10T15:31:37.206Z,E100701,-44,3724
DHac2c6DDEFBc3,AP_CC_2,2025-10-12T16:43:32.206Z,E100397,-49,4418
DH02C2cBAaEBF8,AP_LIB_1,2025-10-12T05:20:38.206Z,E100746,-58,7159
DHbaF3666b57ca,AP_CC_1,2025-10-08T13:25:25.206Z,E100584,-78,3299
DH4BE3cbdBef3e,AP_AC_2,2025-10-07T03:14:13.206Z,E100982,-50,2839
DHbcdadaEF7eB9,AP_LIB_2,2025-10-16T05:59:43.206Z,E100552,-36,5314
DH69e7E291b8b1,AP_LAB_2,2025-10-06T18:27:12.206Z,E100154,-78,1475
DH226dFB8d6ff7,AP_LIB_2,2025-10-12T06:44:45.206Z,E100855,-36,1940
DHF6ABc9b3959A,AP_LAB_2,2025-10-20T07:55:08.206Z,E100975,-52,6388
DH5Ad9aadF1fD3,AP_LIB_3,2025-10-06T11:17:35.206Z,E100255,-68,1157
DH36272Ce496Ed,AP_CC_1,2025-09-26T10:59:09.206Z,E100217,-61,4210
DHba120c7A8261,AP_CAF_2,2025-10-02T15:38:22.206Z,E100616,-68,6204
DHD9C3Fa9fc5B4,AP_CC_1,2025-10-24T10:33:26.206Z,E100703,-39,1581
DHBEACCb0af1b6,AP_CAF_1,2025-10-07T14:52:20.206Z,E100490,-39,4794
DH8a13a33b1CEb,AP_LIB_1,2025-10-10T03:07:39.206Z,E100416,-37,4252
DHAb21BFb5Dd14,AP_CC_1,2025-09-29T16:08:20.206Z,E100243,-76,4740
DHfA46bf917baC,AP_LAB_1,2025-10-11T04:03:58.206Z,E100348,-60,480
DHfE69A7EA34fd,AP_LIB_3,2025-10-19T17:25:04.206Z,E100985,-48,3875
DHbfA7495Debac,AP_AC_1,2025-10-07T03:21:19.206Z,E100656,-65,3036
DHb3f5043AfEeD,AP_LAB_1,2025-10-17T14:17:20.206Z,E100564,-35,4076
DHDa82ab45B83f,AP_CAF_2,2025-10-03T05:08:05.206Z,E100101,-32,6689
DHDfb3a914A6CF,AP_AC_1,2025-10-23T06:01:01.206Z,E100059,-30,6930
DH65c712DB96DF,AP_LIB_2,2025-10-07T11:03:03.206Z,E100361,-62,2988
DHBa27512C031C,AP_CC_1,2025-10-09T10:08:36.206Z,E100539,-76,3238
DH3B277B5C3F5c,AP_LIB_2,2025-10-09T12:20:24.206Z,E100960,-39,2630
DHCa67bD1E97c9,AP_LAB_1,2025-10-08T09:34:42.206Z,E100306,-74,3426
DH147C44fd2C0A,AP_LIB_3,2025-10-21T18:24:19.206Z,E100702,-73,4155
DHaB94Ea35EbD6,AP_CC_2,2025-10-08T13:27:18.206Z,E100206,-59,3196
DHb67b357dC2eC,AP_CC_2,2025-10-06T08:05:34.206Z,E100442,-47,6640
DHDc9ba514A25C,AP_GYM_1,2025-10-09T13:49:31.206Z,E100227,-46,7158
DHf3ADC5AEC243,AP_AC_1,2025-09-30T00:01:01.206Z,E100462,-70,492
DHCcbDfCb5AfAb,AP_LAB_2,2025-10-03T08:38:50.206Z,E100453,-65,5888
DHF1D370C62CA6,AP_CC_1,2025-10-09T06:02:25.206Z,E100134,-57,722
DHcdBDe8fcc1C5,AP_LIB_3,2025-09-27T00:21:37.206Z,E100191,-51,3638
DHe145B7a3bc39,AP_CC_2,2025-10-03T08:04:55.206Z,E100718,-65,2500
DHafc1D0E8FaC1,AP_CC_2,2025-10-09T23:09:03.206Z,E100581,-80,3286
DHEcb94402E5A9,AP_LAB_1,2025-10-04T14:14:11.206Z,E100512,-34,5428
DHfd93FB5C4cfE,AP_AC_1,2025-10-01T09:58:13.206Z,E100756,-43,6865
DHfe8faC1f272F,AP_CAF_1,2025-10-04T09:03:08.206Z,E100550,-52,1101
DHbcdadaEF7eB9,AP_LAB_2,2025-10-03T04:28:16.206Z,E100552,-72,5937
DH3fD2b603f0BB,AP_CAF_2,2025-10-24T09:22:18.206Z,E100082,-42,3575
DHFBb3ff0fDde8,AP_LIB_1,2025-09-27T06:13:53.206Z,E100178,-55,1792
DH4aD7Bad6F629,AP_GYM_1,2025-10-16T12:04:25.206Z,E100045,-45,1087
DHC1ACafdaFea0,AP_CC_2,2025-10-07T09:31:05.206Z,E100110,-35,6725
DH1B3D26Ab21E3,AP_CAF_1,2025-09-29T13:24:41.206Z,E100888,-49,7125
DHd037C07B1E4b,AP_LIB_2,2025-09-30T12:34:57.206Z,E100497,-70,3602
DHC998e2D57990,AP_CC_2,2025-10-15T05:38:05.206Z,E100334,-79,730
DH2ACcC61FCDFe,AP_LIB_3,2025-09-28T08:53:29.206Z,E100419,-65,2111
DHa06EED8cab1f,AP_LIB_2,2025-10-18T09:27:38.206Z,E100692,-62,5356
DHcaf8bB108AE3,AP_CAF_2,2025-10-22T03:11:22.206Z,E100328,-51,4631
DH789a2eCec496,AP_LIB_3,2025-10-18T07:33:57.206Z,E100881,-73,3552
DH91877203B45F,AP_LAB_1,2025-10-05T03:38:59.206Z,E100763,-69,1398
DHDE6Db6Faa4E2,AP_LIB_1,2025-10-09T10:06:37.206Z,E100892,-73,2355
DH13Aac37b5969,AP_LIB_2,2025-10-23T16:44:56.206Z,E100051,-78,1627
DHecdBAAee0B54,AP_CC_1,2025-10-15T02:35:32.206Z,E100689,-34,1942
DHdD9c81Ac6105,AP_CC_2,2025-10-24T14:55:42.206Z,E100517,-60,4138
DHFCbCdE8Ca62B,AP_LIB_2,2025-09-25T09:49:45.206Z,E100776,-45,7033
DHBacdf30D7Be0,AP_LAB_2,2025-09-26T04:04:51.206Z,E100864,-37,6373
DHC55f6269128c,AP_LAB_2,2025-10-02T07:13:33.206Z,E100513,-44,5845
DHe4B65bcde118,AP_GYM_1,2025-10-14T03:18:17.206Z,E100842,-78,5853
DHC1E9AeA31C75,AP_AC_1,2025-10-23T13:50:27.206Z,E100597,-75,4188
DH06f38fcdE6CE,AP_LAB_2,2025-10-15T16:29:41.206Z,E100835,-67,2219
DH21F1C8ab71fe,AP_CC_2,2025-10-14T08:08:55.206Z,E100160,-58,5917
DH239f5158C179,AP_GYM_1,2025-10-23T09:37:34.206Z,E100798,-46,1050
DHFa6fE38d3Bb6,AP_LIB_1,2025-10-05T05:36:45.206Z,E100557,-42,1295
DHDdAd8b0B79Df,AP_LIB_3,2025-10-15T14:43:20.206Z,E100544,-73,3883
DHCfdd4B3719B8,AP_AC_1,2025-10-10T09:38:39.206Z,E100167,-31,5385
DHB8C71F6D33E7,AP_LIB_3,2025-10-08T21:05:36.206Z,E100358,-62,1662
DHceDfb8dFDDBc,AP_CAF_2,2025-09-30T16:29:22.206Z,E100464,-65,4554
DH4cac1fbaFa5b,AP_LIB_2,2025-10-07T16:13:20.206Z,E100853,-31,5329
DH906DccEeC98E,AP_LIB_3,2025-10-19T14:46:31.206Z,E100829,-61,4693
DH9e9ceDE3776b,AP_CC_1,2025-10-19T13:36:49.206Z,E100219,-45,2054
DHEeDfb5baad3B,AP_AC_1,2025-10-24T08:11:29.206Z,E100737,-76,3114
DHb4179a3FecfC,AP_CC_1,2025-10-03T05:28:32.206Z,E100036,-41,873
DH1dD3aCEca6f8,AP_CC_1,2025-10-24T15:11:53.206Z,E100343,-32,2194
DHACde16eF640D,AP_LIB_3,2025-09-27T13:51:09.206Z,E100116,-44,3961
DH1B3D26Ab21E3,AP_AC_2,2025-10-16T10:09:48.206Z,E100888,-37,6533
DHc4d1aEcCd3d9,AP_AC_1,2025-10-15T04:09:21.206Z,E100452,-57,861
DH49daB2D90B3E,AP_CC_1,2025-10-17T14:20:28.206Z,E100109,-74,5462
DH1ceC44EcA4A7,AP_AC_1,2025-10-01T03:02:47.206Z,E100623,-59,1169
DH6E4Fb4bCe13a,AP_GYM_1,2025-10-10T06:22:51.206Z,E100785,-41,2144
DH112D2e8DAC86,AP_AC_1,2025-10-04T08:31:06.206Z,E100283,-73,4686
DH82d7d3FFB372,AP_AC_2,2025-09-25T06:55:45.206Z,E100075,-50,6227
DH39EB8B73216C,AP_GYM_1,2025-10-10T10:41:19.206Z,E100354,-67,362
DH5aB26Ca0E2Ee,AP_LIB_1,2025-10-02T14:42:08.206Z,E100041,-31,1649
DH8a13a33b1CEb,AP_LAB_2,2025-10-24T07:06:44.206Z,E100416,-56,3871
DH6fdd4275f33E,AP_CC_1,2025-10-02T23:14:12.206Z,E100466,-62,2283
DH5Ec7c8d4f6b2,AP_LIB_3,2025-09-25T12:05:00.206Z,E100796,-40,7062
DH906DccEeC98E,AP_CAF_1,2025-09-30T02:50:25.206Z,E100829,-48,5815
DH39EB8B73216C,AP_CC_2,2025-10-09T05:36:23.206Z,E100354,-58,1600
DHeF58b488BF91,AP_CAF_1,2025-10-14T04:49:03.206Z,E100185,-65,4105
DHdEfBc48dc9e3,AP_LAB_1,2025-09-25T18:04:16.206Z,E100638,-55,1795
DHb14Cba9FE4b0,AP_AC_1,2025-10-10T05:23:12.206Z,E100294,-43,5443
DH3f2af1cA4B0D,AP_CAF_1,2025-10-14T11:40:11.206Z,E100394,-68,2211
DHE6e851D6e240,AP_LIB_1,2025-10-12T07:10:30.206Z,E100792,-52,4816
DH65b0F7f4EBd2,AP_LIB_2,2025-09-30T05:17:26.206Z,E100577,-70,2737
DH5F38AD1c08D7,AP_CC_1,2025-10-23T04:54:54.206Z,E100639,-79,5052
DHfA46bf917baC,AP_GYM_1,2025-10-24T11:10:50.206Z,E100348,-60,4465
DHd8a1Ff86D09c,AP_GYM_1,2025-10-11T15:28:40.206Z,E100231,-45,6542
DHabb89a45FD9d,AP_CAF_1,2025-10-02T20:58:48.206Z,E100212,-74,554
DH5239ed6BaD9C,AP_CC_1,2025-10-17T14:24:27.206Z,E100650,-31,3152
DH8F4a7bf6fD5E,AP_LAB_2,2025-10-01T08:22:52.206Z,E100117,-69,1951
DHDe82f2D9F0d8,AP_LIB_2,2025-10-06T05:01:25.206Z,E100567,-76,3143
DHB0b9Dc0De3Ec,AP_LIB_1,2025-10-12T12:30:34.206Z,E100528,-76,1139
DHa6a4b9e93FEE,AP_LIB_2,2025-10-10T07:40:43.206Z,E100064,-33,920
DHFbfbeA13C8B2,AP_LAB_2,2025-09-30T12:48:03.206Z,E100249,-38,2733
DHFB0471FE7273,AP_CC_1,2025-10-04T08:16:38.206Z,E100303,-72,5717
DH82db9Cb174d4,AP_AC_1,2025-09-27T14:21:43.206Z,E100460,-42,3066
DH4afeA966fbCb,AP_CC_1,2025-10-18T18:11:55.206Z,E100583,-49,6726
DH4afeA966fbCb,AP_CAF_2,2025-09-26T08:36:08.206Z,E100583,-78,1192
DHb166a5573785,AP_LIB_2,2025-10-16T10:59:10.206Z,E100897,-63,1145
DH3F86D8cef1EE,AP_AC_2,2025-10-23T03:41:42.206Z,E100359,-37,6562
DH9A7ECBD9C72a,AP_LAB_2,2025-09-25T10:11:03.206Z,E100099,-72,6257
DH5a482E20387E,AP_AC_2,2025-10-18T06:25:36.206Z,E100079,-56,2914
DH38291f6FF2E3,AP_LAB_2,2025-10-19T15:20:23.206Z,E100635,-47,1150
DH5c5536A05921,AP_CC_2,2025-10-20T05:45:14.206Z,E100015,-45,3661
DH25bc77dd61Cd,AP_LAB_2,2025-10-07T06:18:31.206Z,E100909,-35,2912
DHDA6Af3Fdb038,AP_LIB_2,2025-09-28T10:07:53.206Z,E100803,-58,6948
DH8a4F28B4bDEB,AP_LIB_1,2025-09-27T12:25:28.206Z,E100946,-58,4454
DHDAbDdBA40F21,AP_CAF_2,2025-10-03T04:55:40.206Z,E100935,-64,3678
DHe8cefefABD1B,AP_AC_2,2025-10-11T05:03:10.206Z,E100213,-49,5832
DHf92bBDeb5987,AP_AC_2,2025-10-20T04:37:37.206Z,E100391,-40,4996
DH69c93F9772Af,AP_LIB_3,2025-10-03T15:01:14.206Z,E100719,-80,5537
DH94Df05E60EdB,AP_CAF_1,2025-09-27T02:59:53.206Z,E100385,-43,5870
DH9648c4cFB9B5,AP_CC_2,2025-10-08T13:45:19.206Z,E100241,-60,7090
DH8BdDF480680E,AP_AC_2,2025-10-17T16:22:47.206Z,E100672,-32,5635
DHeaEa80Ce74d3,AP_AC_1,2025-10-17T11:20:14.206Z,E100133,-77,3946
DHAc62D88Bd9e6,AP_AC_1,2025-10-04T08:37:06.206Z,E100658,-59,4018
DH76C30C9B98D0,AP_AC_2,2025-10-08T12:39:43.206Z,E100137,-34,4441
DH1FA4fD556f89,AP_AC_1,2025-10-02T06:40:35.206Z,E100407,-51,2357
DH5A12d2859eA7,AP_CAF_2,2025-10-23T06:56:27.206Z,E100090,-31,7121
DH0AfBC38653c9,AP_AC_2,2025-10-15T11:18:00.206Z,E100690,-50,838
DHcf77bE3ca4f7,AP_LAB_1,2025-10-01T07:36:45.206Z,E100356,-40,3488
DH906a348758A0,AP_GYM_1,2025-10-10T06:21:24.206Z,E100553,-53,3418
DH63Df28D7eBe1,AP_LIB_2,2025-09-26T23:28:57.206Z,E100869,-46,2055
DHFBb3ff0fDde8,AP_CC_2,2025-10-14T07:20:39.206Z,E100178,-72,309
DH9Bc7E1308DBC,AP_CAF_2,2025-10-01T03:04:03.206Z,E100750,-46,5250
DHD9c1aadCae3A,AP_LIB_3,2025-10-06T18:10:38.206Z,E100754,-49,1198
DH3D4Ad9Ba931c,AP_LIB_2,2025-10-16T06:45:53.206Z,E100492,-72,5354
DHf04047Fd7B0F,AP_LIB_3,2025-10-11T03:56:42.206Z,E100251,-44,3268
DHbA2B38F36Ddb,AP_LIB_3,2025-10-13T09:02:37.206Z,E100775,-42,1613
DHDc29B5fdb5D5,AP_CAF_2,2025-10-17T05:24:40.206Z,E100019,-30,5665
DH6ebCAF71Ebbd,AP_LIB_2,2025-10-07T07:29:18.206Z,E100968,-57,2483
DH13Aac37b5969,AP_CC_1,2025-10-20T13:07:50.206Z,E100051,-74,3779
DH1d3Ea3A6d6f7,AP_CC_1,2025-10-24T08:02:04.206Z,E100085,-68,4738
DH4b6BEAEbF5f5,AP_CAF_2,2025-09-30T17:51:01.206Z,E100317,-37,3416
DHBfa65aBCF353,AP_CC_2,2025-10-06T06:50:12.206Z,E100265,-61,4678
DHB8c9a5f016a8,AP_AC_1,2025-10-05T14:28:36.206Z,E100757,-63,4984
DHAd0EF1071EBa,AP_GYM_1,2025-10-07T18:28:56.206Z,E100237,-39,5175
DH9259430ceE12,AP_LIB_2,2025-10-04T13:59:36.206Z,E100821,-65,2179
DHB0EE98F58e6F,AP_CC_1,2025-10-15T09:24:39.206Z,E100476,-56,4774
DHEcb94402E5A9,AP_CC_1,2025-09-25T07:24:04.206Z,E100512,-52,3537
DH4B636Be67218,AP_LIB_1,2025-10-18T17:39:25.206Z,E100589,-39,5223
DH5A12d2859eA7,AP_CC_1,2025-09-30T16:22:05.206Z,E100090,-69,6757
DH98EEb9aBD093,AP_LIB_1,2025-10-21T14:46:32.206Z,E100289,-53,5323
DHB7df5FDEec75,AP_LIB_3,2025-10-17T09:33:07.206Z,E100156,-42,6582
DHEbebfa311d4E,AP_LAB_2,2025-10-15T14:11:57.206Z,E100455,-55,3040
DH4CDedbf489c4,AP_LIB_2,2025-10-18T06:23:58.206Z,E100507,-78,4543
DH297836611dBf,AP_LIB_3,2025-10-21T12:01:43.206Z,E100532,-62,6703
DHd3486f9508EA,AP_GYM_1,2025-10-23T04:00:41.206Z,E100370,-38,4304
DH7836fBaA7A95,AP_LAB_2,2025-10-03T02:52:32.206Z,E100465,-43,3290
DH9FEd03D6FFF5,AP_AC_1,2025-10-04T03:18:02.206Z,E100308,-77,5941
DHe4B65bcde118,AP_LAB_1,2025-10-19T02:34:32.206Z,E100842,-65,1165
DHD73A2FF9edBc,AP_LIB_2,2025-10-16T07:07:30.206Z,E100238,-69,4687
DHAfFfca7AdaA1,AP_LIB_1,2025-09-25T04:14:30.206Z,E100880,-72,4746
